"","Date.Time","Contact Type","Topic","Comments"
"2822","2015-11-19 12:09:00","In Person","CUD Depts. / Offices","CLAS location"
"2823","2015-11-19 12:12:00","In Person","General Info","reggistration questions"
"2824","2015-11-19 12:14:00","In Person","CUD Depts. / Offices","FCQ dropoff"
"2825","2015-11-19 12:21:00","In Person","General Info","elevator location"
"2826","2015-11-19 12:25:00","In Person","General Info","pencil use"
"2827","2015-11-19 12:39:00","Phone","Lynx  Center Staff","Student Life called for Katelyn Puga"
"2828","2015-11-19 12:40:00","In Person","Registrar","registrars location"
"2829","2015-11-19 12:41:00","In Person","General Info","study area locations"
"2830","2015-11-19 12:49:00","In Person","AB1 Classrooms","SCB 2000"
"2831","2015-11-19 13:00:00","In Person","General Info","Info about Auraria Campus/CU Denver"
"2832","2015-11-19 13:05:00","In Person","AB1 Classrooms","1401-ems availability"
"2833","2015-11-19 13:06:00","In Person","Lynx  Center Staff","Leah to Cierra"
"2834","2015-11-19 13:10:00","In Person","General Info","Senior Citizen Program questions"
"2835","2015-11-19 13:12:00","In Person","CUD Depts. / Offices","senior application"
"2836","2015-11-19 13:25:00","In Person","Financial AidBursar","Bursar & FASO location"
"2837","2015-11-19 13:28:00","In Person","AB1 Classrooms","2000 commons"
"2838","2015-11-19 13:31:00","In Person","Bursar","bursars location"
"2839","2015-11-19 13:50:00","Phone","Lost and Found","lost and found stuff"
"2840","2015-11-19 13:59:00","In Person","General Info","wifi info"
"2841","2015-11-19 14:03:00","In Person","Facilities","Mailboxes"
"2842","2015-11-19 14:17:00","In Person","Admissions","transfer admissions"
"2843","2015-11-19 14:31:00","In Person","Lynx Center Supplies (Computer Etc.)","auraria police tabling event"
"2844","2015-11-19 15:12:00","In Person","Lost and Found",""
"2845","2015-11-19 15:13:00","In Person","General Info","Snacks"
"2846","2015-11-19 15:17:00","Phone","General Info","Taxi"
"2847","2015-11-19 15:20:00","In Person","UCDAccess/Portal","Schedule Check"
"2848","2015-11-19 15:25:00","In Person","Bursar",""
"2849","2015-11-19 15:26:00","In Person","AB1 Classrooms","Room #1409"
"2850","2015-11-19 17:00:00","In Person","AB1 Classrooms","2500A"
"2851","2015-11-19 07:55:00","In Person","Lost and Found","Student asking about lost sunglasses "
"2852","2015-11-20 09:23:00","In Person","General Info","Student asking about permission for parents to view her grades "
"2853","2015-11-20 09:32:00","","","Help me find my art history professor's office"
"2854","2015-11-20 09:36:00","In Person","General Info","CLAS computer Lab location "
"2855","2015-11-20 09:40:00","In Person","General Info","Restroom location "
"2856","2015-11-20 09:43:00","In Person","ITS","OIT Table location "
"2857","2015-11-20 09:58:00","In Person","Admissions","Admissions Location "
"2858","2015-11-20 09:59:00","In Person","Admissions","Admissions location for campus tour "
"2859","2015-11-20 10:00:00","In Person","Financial Aid","financial Aid Office location "
"2860","2015-11-20 10:01:00","In Person","Admissions","Tour - Admissions"
"2861","2015-11-20 10:02:00","In Person","ITS","OIT Table location "
"2862","2015-11-20 10:08:00","In Person","General Info","CLAS computer Lab location "
"2863","2015-11-20 10:37:00","In Person","Bursar","Bursar's office"
"2864","2015-11-20 10:38:00","In Person","Lynx  Center Staff","Ashbey needed to talkt to Alicia "
"2865","2015-11-20 10:45:00","In Person","AB1 Classrooms","1401"
"2866","2015-11-20 10:53:00","Phone","Online Orientation","Student signing up for  Orientation "
"2867","2015-11-20 10:56:00","In Person","General Info","CLAS computer Lab location "
"2868","2015-11-20 12:00:00","In Person","Bursar",""
"2869","2015-11-20 12:05:00","In Person","Registrar",""
"2870","2015-11-20 12:10:00","Phone","General Info","Hold on Registration"
"2871","2015-11-20 12:30:00","In Person","CUD Depts. / OfficesID Voucher",""
"2872","2015-11-20 12:35:00","Phone","CUD Depts. / Offices","Med Campus"
"2873","2015-11-20 13:01:00","In Person","CUD BuildingsAuraria Campus","Library"
"2874","2015-11-20 13:12:00","Phone","General Info","IT question; reclaim account"
"2875","2015-11-20 13:13:00","Phone","General Info","IT tabling question"
"2876","2015-11-20 13:30:00","Phone","General Info","Hold on Account"
"2877","2015-11-20 13:41:00","Phone","CUD Depts. / Offices","location og chemestry department"
"2878","2015-11-20 13:58:00","In Person","Lost and Found","lost gloves"
"2879","2015-11-20 15:18:00","In Person","General Info","notary in campus"
"2880","2015-11-20 15:20:00","Phone","Freshman Orientation",""
"2881","2015-11-20 15:41:00","In Person","Computer Lab","use of computer in campus/n of computer lab"
"2882","2015-11-20 15:42:00","In Person","Bursar","location of Bursars office "
"2883","2015-11-20 15:45:00","In Person","","Student org. meeting"
"2884","2015-11-20 16:01:00","In Person","Computer Lab","location of a computer lab"
"2885","2015-11-20 16:34:00","In Person","Admissions","location of admissions office"
"2886","2015-11-20 16:34:00","In Person","Computer Lab","location of a computer lab"
"2887","2015-11-20 16:50:00","In Person","AB1 Classrooms","location of a specific class"
"2888","2015-11-20 10:00:00","Phone","General Info","Advising session information for NSO "
"2889","2015-11-21 10:05:00","In Person","LRC","LRC location "
"2890","2015-11-21 10:17:00","In Person","Admissions","Admissions Location "
"2891","2015-11-21 11:11:00","Phone","Online Orientation","Student signing up for  Orientation "
"2892","2015-12-01 08:03:00","In Person","CUD Depts. / Offices","Office of Testing Services location"
"2893","2015-12-01 08:34:00","Phone","Online Orientation","Sign up for online NSO"
"2894","2015-12-01 09:15:00","In Person","ITS","Help with IT and passwords"
"2895","2015-12-01 09:15:00","In Person","Dissability Resources","DRC location"
"2896","2015-12-01 09:23:00","In Person","BursarCUD Depts. / Offices","Bursar & CLAS location"
"2897","2015-12-01 09:39:00","In Person","2","SEHD & Business advising"
"2898","2015-12-01 10:52:00","In Person","Registrar","Registrar location"
"2899","2015-12-01 10:59:00","Phone","Freshman OrientationFinancial Aid","NSO hold & Financial Aid"
"2900","2015-12-01 11:00:00","In Person","Registrar","Registrar location"
"2901","2015-12-01 11:02:00","In Person","Registrar","Holds on account, Selective Service hold"
"2902","2015-12-01 12:13:00","In Person","Financial Aid",""
"2903","2015-12-01 12:48:00","In Person","Bursar",""
"2904","2015-12-01 13:00:00","In Person","AB1 Classrooms","computer lab"
"2905","2015-12-01 13:02:00","In Person","Transfer Orientation","is transfer orientation reqruiered?"
"2906","2015-12-01 13:20:00","In Person","Financial Aid",""
"2907","2015-12-01 13:45:00","In Person","TAC",""
"2908","2015-12-01 13:49:00","In Person","General Info","ucd access walkthrough"
"2909","2015-12-01 14:36:00","In Person","Bursar",""
"2910","2015-12-01 14:40:00","In Person","CUD Buildings","reserving a room"
"2911","2015-12-01 14:40:00","In Person","Registrar",""
"2912","2015-12-01 14:41:00","In Person","Bursar",""
"2913","2015-12-01 15:06:00","In Person","Lost and Found","Black beanie lost "
"2914","2015-12-01 15:11:00","In Person","Admissions","Admissions Location "
"2915","2015-12-01 15:15:00","In Person","General Info","Tabling for Student org. SASA"
"2916","2015-12-01 15:29:00","In Person","General Info","CLAS computer Lab location "
"2917","2015-12-01 15:37:00","In Person","CUD Depts. / Offices","Advising location "
"2918","2015-12-01 15:40:00","In Person","Online Orientation","Student signing up for Transfer Orientation "
"2919","2015-12-01 15:45:00","In Person","General Info","Student needed help with Excel "
"2920","2015-12-01 15:57:00","In Person","Admissions","Admissions Location "
"2921","2015-12-01 16:00:00","In Person","CUD Depts. / Offices","Biology professor office location "
"2922","2015-12-01 16:19:00","In Person","General Info","Tuition and Billing information "
"2923","2015-12-01 16:30:00","In Person","AB1 Classrooms","AB1- 1401 location "
"2924","2015-12-01 16:32:00","In Person","Online Orientation","Student had Freshman student orientation hold on their account "
"2925","2015-12-01 16:58:00","In Person","Lynx Center Supplies (Computer Etc.)","student borrowed a stapler from Lynx "
"2926","2015-12-01 17:00:00","In Person","General Info","Room reservation information "
"2927","2015-12-01 08:52:00","In Person","AB1 Classrooms","Computer lab"
"2928","2015-12-02 09:01:00","In Person","ITS","Canvas login"
"2929","2015-12-02 09:45:00","In Person","CUD Depts. / Offices","Tabling"
"2930","2015-12-02 09:50:00","In Person","Lynx  Center Staff","Sam Kim"
"2931","2015-12-02 10:02:00","Phone","ID Voucher",""
"2932","2015-12-02 10:30:00","In Person","CUD Depts. / Offices","Computer science"
"2933","2015-12-02 10:46:00","In Person","Lost and Found",""
"2934","2015-12-02 10:48:00","In Person","Freshman Orientation",""
"2935","2015-12-02 12:11:00","In Person","Lost and Found",""
"2936","2015-12-02 12:36:00","In Person","LRC",""
"2937","2015-12-02 12:47:00","In Person","Financial Aid",""
"2938","2015-12-02 12:46:00","Phone","CUD Depts. / Offices","Writing center"
"2939","2015-12-02 01:23:00","In Person","CUD Depts. / Offices","CB127"
"2940","2015-12-02 02:28:00","In Person","Dissability Resources",""
"2941","2015-12-02 03:17:00","In Person","CUD Depts. / Offices","study abroad"
"2942","2015-12-02 03:20:00","In Person","CUD Depts. / Offices","Flyers"
"2943","2015-12-02 04:12:00","In Person","CUD Depts. / Offices","flyers"
"2944","2015-12-02 04:15:00","In Person","CUD Depts. / Offices","LSC"
"2945","2015-12-02 04:31:00","In Person","CUD Depts. / Offices","Health care"
"2946","2015-12-02 04:40:00","In Person","COMM",""
"2947","2015-12-02 14:08:00","In Person","Bursar","Location of Bursars office "
"2948","2015-12-02 14:13:00","In Person","Lost and Found","lost and found question"
"2949","2015-12-02 14:29:00","In Person","CUD Depts. / Offices","location of a proffesor"
"2950","2015-12-02 14:37:00","Phone","Transfer Orientation","sign up transfer orientation"
"2951","2015-12-02 14:49:00","In Person","Registrar","location of registar office"
"2952","2015-12-02 15:08:00","In Person","Computer Lab","location of a computer lab"
"2953","2015-12-02 15:22:00","Phone","Freshman Orientation","fall 2016 orientation dates"
"2954","2015-12-02 15:32:00","Phone","Freshman Orientation","orientation question"
"2955","2015-12-02 15:39:00","In Person","ID Voucher","ID voucher"
"2956","2015-12-02 16:32:00","In Person","Lynx Center Supplies (Computer Etc.)","use of stapler"
"2957","2015-12-02 09:34:00","In Person","General Info","COF"
"2958","2015-12-02 11:26:00","In Person","Admissions","reapplying to CU"
"2959","2015-12-02 11:33:00","In Person","Bursar",""
"2960","2015-12-02 11:42:00","In Person","General Info","helping a transfer with the process"
"2961","2015-12-02 12:32:00","Phone","Freshman Orientation","Fall 2016"
"2962","2015-12-02 12:56:00","In Person","Facilities","Elevators"
"2963","2015-12-02 13:16:00","In Person","Lynx Center Supplies (Computer Etc.)","Phone"
"2964","2015-12-02 13:51:00","In Person","ITS","ITS #"
"2965","2015-12-02 13:55:00","Phone","","Orientation Yard Signs"
"2966","2015-12-02 12:13:00","In Person","CUD Buildings","event location"
"2967","2015-12-03 12:19:00","In Person","General Info","contribution cords"
"2968","2015-12-03 12:19:00","In Person","ASAC","ASAC "
"2969","2015-12-03 12:21:00","In Person","CUD Depts. / Offices","1550 location"
"2970","2015-12-03 12:22:00","In Person","CUD Depts. / Offices","advisor appt"
"2971","2015-12-03 01:05:00","In Person","Lost and Found","lost & found"
"2972","2015-12-03 01:07:00","In Person","CUD Buildings","3307 location"
"2973","2015-12-03 01:09:00","In Person","Financial Aid","financial aid location"
"2974","2015-12-03 01:44:00","In Person","Registrar","registrars"
"2975","2015-12-03 01:52:00","Phone","CUD Depts. / Offices","ecperiential learning center #"
"2976","2015-12-03 01:52:00","In Person","Facilities","bathroom location"
"2977","2015-12-03 01:59:00","In Person","Lynx Center Supplies (Computer Etc.)","stapler need"
"2978","2015-12-03 02:30:00","Phone","TAC","prospectie transfer"
"2979","2015-12-03 02:56:00","In Person","Registrar","registrasrs location"
"2980","2015-12-03 03:00:00","In Person","General Info","chat with student"
"2981","2015-12-03 08:34:00","In Person","Facilities","Restrooms"
"2982","2015-12-03 15:13:00","In Person","Admissions",""
"2983","2015-12-03 15:24:00","In Person","Bursar",""
"2984","2015-12-03 08:34:00","In Person","Facilities","Restrooms"
"2985","2015-12-03 15:13:00","In Person","Admissions",""
"2986","2015-12-03 15:24:00","In Person","Bursar",""
"2987","2015-12-03 10:02:00","In Person","General Info","Elevators location "
"2988","2015-12-03 10:03:00","In Person","Lynx Center Supplies (Computer Etc.)","Student needed information about making a copy of their SSN "
"2989","2015-12-03 10:10:00","In Person","Lynx  Center Staff","Isra needed to talk to Katelyn "
"2990","2015-12-03 10:20:00","Phone","Online Orientation","Student signing up for  Orientation "
"2991","2015-12-03 10:35:00","In Person","Lynx  Center Staff","Caitlin meeting with Sam "
"2992","2015-12-03 10:42:00","In Person","General Info","student needed information about printing posters "
"2993","2015-12-03 10:48:00","In Person","Health Center","Student asking about immunization records "
"2994","2015-12-03 10:52:00","In Person","Lost and Found","Student dorpped a lost phone "
"2995","2015-12-03 11:10:00","In Person","General Info","Student asking about after hour access"
"2996","2015-12-03 11:13:00","In Person","Financial Aid","financial Aid Office location "
"2997","2015-12-03 11:14:00","In Person","Online Orientation","Student signing up for  Orientation "
